DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2017,3249.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2018,3215.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2019,3924.300,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2020,4104.900,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2021,3435.200,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2022,4366.300,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2023,3980.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2014,2067.391,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2015,1919.441,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2016,1419.691,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2017,1388.648,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2018,1391.676,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2019,938.722,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2020,1078.612,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2021,1037.138,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2022,1639.256,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2023,1187.728,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2014,3023.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2015,3425.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2016,3795.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2017,4137.077,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2018,4264.801,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2019,3492.683,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2020,2547.730,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2021,2893.735,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2022,2996.705,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2023,3271.037,p
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2014,0.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2015,0.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2016,0.000,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2017,35.695,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2018,10.549,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2019,20.451,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2020,4.233,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2021,35.887,
ESTAT:NRG_CB_E(1.0),09/09/24 11:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2022,6.853,
